BEGIN_DATA,
year,month,day,hour,load
2011,2,5,20,5.984048
2011,2,5,21,6.085616
2011,2,5,22,5.992512
2011,2,5,23,5.882479999999999
2011,2,6,0,5.79784
2011,2,6,1,5.730128
2011,2,6,2,5.611631999999999
2011,2,6,3,5.58624
2011,2,6,4,5.620095999999999
2011,2,6,5,5.510064000000001
2011,2,6,6,5.747056
2011,2,6,7,6.364928
2011,2,6,8,6.703488
2011,2,6,9,6.906624
2011,2,6,10,6.7712
2011,2,6,11,6.576528000000001
2011,2,6,12,6.500352
2011,2,6,13,6.60192
2011,2,6,14,6.60192
2011,2,6,15,6.466496
2011,2,6,16,6.441104
2011,2,6,17,6.305680000000001
2011,2,6,18,6.314144000000001
2011,2,6,19,6.26336
2011,2,6,20,6.314144000000001
2011,2,6,21,6.187184
2011,2,6,22,6.119472
2011,2,6,23,6.111008
2011,2,7,0,6.026368000000001
2011,2,7,1,5.992512
2011,2,7,2,5.958656
2011,2,7,3,5.96712
2011,2,7,4,5.789376000000001
2011,2,7,5,5.780912000000001
2011,2,7,6,5.950192
2011,2,7,7,6.271824
2011,2,7,8,6.669632
2011,2,7,9,6.5511360000000005
2011,2,7,10,6.339536
2011,2,7,11,6.237968
2011,2,7,12,6.525744
2011,2,7,13,6.762736
2011,2,7,14,6.754272
2011,2,7,15,6.796592
2011,2,7,16,6.8389120000000005
2011,2,7,17,6.915088
2011,2,7,18,6.669632
2011,2,7,19,6.678096
2011,2,7,20,6.500352
2011,2,7,21,6.584992000000001
2011,2,7,22,6.60192
2011,2,7,23,6.43264
2011,2,8,0,6.229504
2011,2,8,1,6.144864
2011,2,8,2,5.874016
2011,2,8,3,5.806304
2011,2,8,4,5.730128
2011,2,8,5,5.747056
2011,2,8,6,5.84016
2011,2,8,7,6.212576
2011,2,8,8,6.398784
2011,2,8,9,6.246432
2011,2,8,10,6.119472
2011,2,8,11,6.331072
2011,2,8,12,6.576528000000001
